0 0 0 ..I...BBI.K.GHAAKLGHDDKLG..JEEFF.J..
1 1 0 ..I.K.BBI.K.GHAAKLGHDD.LG..JEEFF.J.. K99 
1 1 0 ..I..LBBI.KLGHAAK.GHDDK.G..JEEFF.J.. K99 L98 
1 1 0 ..I...BBI.K.GHAAKLGHDDKLG..JEE.FFJ.. K99 L98 F99 
1 1 0 ..I...BBI.K.G.AAKLGHDDKLGH.JEEFF.J.. K99 L98 F99 H99 
1 1 0 ..I...BBI.KLGHAAKLGHDDK.G..JEEFF.J.. K99 L99 F99 H99 
2 2 0 ..I.K.BBI.KLGHAAKLGHDD..G..JEEFF.J.. K99 L99 F99 H99 
2 2 0 ..I...BBI.KLG.AAKLGHDDK.GH.JEEFF.J.. K99 L99 F99 H99 
2 2 0 ..I...BBI.K.G.AAKLGHDDKLGH.JEE.FFJ.. K99 L99 F99 H99 
2 2 0 ..I...BBI.K..HAAKLGHDDKLG..JEEGFFJ.. K99 L99 F99 H99 G99 
2 2 0 ..I.K.BBI.K.GHAAKLGHDD.LG..JEE.FFJ.. K99 L99 F99 H99 G99 
2 2 0 ..I...BBI.KLGHAAKLGHDDK.G..JEE.FFJ.. K99 L99 F99 H99 G99 
2 2 0 ..I.K.BBI.K.GHAAKLGH.DDLG..JEEFF.J.. K99 L99 F99 H99 G99 D99 
2 2 0 ..I...BBI.K.GAA.KLGHDDKLGH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
2 2 0 ..I.K.BBI.K.G.AAKLGHDD.LGH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
2 2 0 ..I.KLBBI.KLGHAAK.GHDD..G..JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
2 2 0 ..I..LBBI.KLG.AAK.GHDDK.GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
2 2 0 ..I..LBBI.KLGHAAK.GHDDK.G..JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.KLGHAAKLGH..DDG..JEEFF.J.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I..LBBI.KLG.AAK.GHDDK.GH.JEE.FFJ.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I..LBBI.KL.HAAK.GHDDK.G..JEEGFFJ.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I.K.BBI.K..HAAKLGHDD.LG..JEEGFFJ.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I...BBI.K...AAKLGHDDKLGH.JEEGFFJ.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I...BBI.K.GAA.KLGHDDKLGH.JEE.FFJ.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I.K.BBI.K.GHAAKLGH.DDLG..JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.KLG.AAKLGHDD..GH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
3 3 0 ..I.KLBBI.KLGHAAK.GHDD..G..JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.K.G.AAKLGHDD.LGH.JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I...BBI.KLGAA.KLGHDDK.GH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.K.GAA.KLGHDD.LGH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 
3 3 0 ..I.KLBBI.KLGHAAK.GH.DD.G..JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I..LBBI.KLGAA.K.GHDDK.GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.K.G.AAKLGH.DDLGH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I...BBI.KL.HAAKLGHDDK.G..JEEGFFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I...BBI.KLG.AAKLGHDDK.GH.JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.KLBBI.KLGHAAK.GH..DDG..JEEFF.J.. K99 L98 F99 H99 G99 D98 A99 
3 3 0 ..I.K.BBI.KLGHAAKLGH.DD.G..JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.KLBBI.KLG.AAK.GHDD..GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 
3 3 0 ..I.K.BBI.KLGHAAKLGHDD..G..JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
4 4 0 ..I.K.BBI.KLGHAAKLGH..DDG..JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 
4 4 0 ..I...BBI.KL..AAKLGHDDK.GH.JEEGFFJ.. K99 L98 F99 H99 G99 D99 A99 
4 4 0 ..I.K.BBI.KLGHAAKLGH.JDDG..JEEFF.... K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.KLBBI.KLG.AAK.GH.DD.GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.KLBBI.KLGAA.K.GHDD..GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.KLBBI.KLG.AAK.GH..DDGH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.KLG.AAKLGH..DDGH.JEEFF.J.. K99 L98 F99 H99 G99 D98 A99 J99 
4 4 0 ..I.KLBBI.KLGHAAK.GH.JDDG..JEEFF.... K99 L98 F99 H99 G99 D98 A99 J99 
4 4 0 ..I..LBBI.KLGAA.K.GHDDK.GH.JEE.FFJ.. K99 L98 F99 H99 G99 D98 A99 J99 
4 4 0 ..I...BBI.K..AA.KLGHDDKLGH.JEEGFFJ.. K99 L98 F99 H99 G99 D98 A99 J99 
4 4 0 ..I.K.BBI.KL.HAAKLGHDD..G..JEEGFFJ.. K99 L99 F99 H99 G99 D98 A99 J99 
4 4 0 ..I.K.BBI.K...AAKLGHDD.LGH.JEEGFFJ.. K99 L99 F99 H99 G99 D98 A99 J99 
4 4 0 ..I.KLBBI.KLGHAAK.GH.DD.G..JEE.FFJ.. K99 L99 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.K.G.AAKLGH.DDLGH.JEE.FFJ.. K99 L99 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.K..HAAKLGH.DDLG..JEEGFFJ.. K99 L99 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.KLG.AAKLGHDD..GH.JEE.FFJ.. K99 L99 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.K.GAA.KLGH.DDLGH.JEEFF.J.. K99 L99 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.KLBBI.KL.HAAK.GHDD..G..JEEGFFJ.. K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I.K.BBI.K.GAA.KLGHDD.LGH.JEE.FFJ.. K99 L98 F99 H99 G99 D99 A99 J99 
4 4 0 ..I...BBI.K.AA..KLGHDDKLGH.JEEGFFJ.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I.KLBBI.KLG.AAK.GHDD..GH.JEE.FFJ.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I..LBBI.KL..AAK.GHDDK.GH.JEEGFFJ.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I.K.BBI.KLG.AAKLGH.DD.GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I.K.BBI.KLGAA.KLGHDD..GH.JEEFF.J.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I...BBI.KLGAA.KLGHDDK.GH.JEE.FFJ.. K99 L98 F99 H99 G99 D99 A98 J99 
4 4 0 ..I.K.BBI.KLGHAAKLGH.DD.G..JEE.FFJ.. K99 L99 F99 H99 G99 D99 A98 J99 
4 4 0 ..I.KLBBI.KLGHAAK.GH..DDG..JEE.FFJ.. K99 L99 F99 H99 G99 D99 A98 J99 
5 5 0 ..I..LBBI.KLAA..K.GHDDK.GH.JEEGFFJ.. K99 L98 F99 H99 G99 D99 A98 J99 
6 6 0 ..I.KLBBI.KL..AAK.GH..DDGH.JEEGFFJ.. K99 L99 F96 H99 G99 D99 A98 J98 I99 
6 6 0 ..I.K.BBI.KLG.AAKLGH.JDDGH.JEE....FF K99 L99 F96 H99 G99 D99 A98 J98 I99 
6 6 0 ..I.KLBBI.KL.HAAK.GH.JDDG..JEEG..FF. K99 L99 F96 H99 G99 D99 A98 J98 I99 
6 6 0 ..I.K.BBI.KLGAA.KLGH.DD.GH.JEE.FFJ.. K99 L99 F96 H99 G99 D99 A98 J98 I99 
6 6 0 .....LBBI.KLAAI.K.GHDDK.GH.JEEGFFJ.. K99 L99 F96 H99 G99 D99 A98 J98 I99 
6 6 0 ..I.K.BBI.KL.HAAKLGH.JDDG..JEEGFF... K99 L99 F96 H99 G99 D99 A98 J98 I99 
6 6 0 ..I.KLBBI.KLG.AAK.GH.JDDGH.JEE...FF. K99 L99 F97 H99 G99 D99 A98 J98 I99 
6 6 0 ..I.KLBBI.KLG.AAK.GH.JDDGH.JEE.FF... K99 L99 F97 H99 G99 D99 A98 J99 I99 
6 6 0 ..I.KLBBI.KLG.AAK.G..JDDGH.JEE.H.FF. K99 L99 F97 H98 G99 D99 A98 J99 I99 
6 6 0 ..I.KLBBI.KLG.AAK.GH.JDDGH.JEE..FF.. K99 L99 F97 H99 G99 D99 A98 J99 I99 
6 6 0 ..I.KLBBIJKLGAAJK.GH..DDGH..EEFF.... K99 L99 F97 H99 G99 D99 A98 J97 I99 
6 6 0 ..I.K.BBI.KLG.AAKLG..JDDGH.JEE.HFF.. K99 L99 F97 H98 G99 D99 A98 J97 I99 
6 6 0 ..I.KLBBI.KLG.AAK.G..JDDGH.JEE.H..FF K99 L99 F97 H98 G99 D99 A98 J97 I99 
6 6 0 ..I.K.BBI.KL.HAAKLGH.JDDG..JEEG.FF.. K99 L99 F97 H98 G99 D99 A98 J97 I99 
6 6 0 ..I.KLBBI.KL.HAAK.GH.JDDG..JEEG.FF.. K99 L99 F97 H98 G99 D99 A98 J97 I99 
6 6 0 ..I.K.BBI.KL.HAAKLGH.JDDG..JEEG...FF K99 L99 F97 H98 G99 D99 A98 J97 I99 
6 6 0 ..I.KLBBI.KLGAA.K.GH.JDDGH.JEEFF.... K99 L99 F97 H98 G99 D99 A98 J99 I99 
6 6 0 ..I.K.BBI.KLGHAAKLGH..DDG..JEE...JFF K99 L99 F97 H98 G99 D99 A98 J98 I99 
6 6 0 ..I.KLBBI.KLGAA.K.GH..DDGH.JEE.FFJ.. K99 L99 F99 H98 G99 D99 A98 J98 I99 
6 6 0 ..I.KLBBI.KL.AA.K.GHDD..GH.JEEGFFJ.. K99 L99 F99 H98 G99 D99 A99 J98 I99 
6 6 0 ..I.K.BBI.K..AA.KLGH.DDLGH.JEEGFFJ.. K99 L99 F99 H98 G99 D99 A99 J98 I99 
6 6 0 ..I.K.BBI.KLAA..KLGHDD..GH.JEEGFFJ.. K99 L99 F99 H98 G99 D99 A98 J98 I99 
6 6 0 ..IJK.BBIJKLGAA.KLGH..DDGH..EEFF.... K99 L99 F99 H98 G99 D99 A98 J96 I99 
7 7 0 ..I.K.BBI.KLGAAJKLGH.JDDGHEE..FF.... K99 L99 F99 H98 G99 D99 A98 J96 I99 E98 
7 7 0 ..I.K.BBI.KL..AAKLGH.JDDGH.JEEG.FF.. K99 L99 F99 H98 G99 D99 A98 J96 I99 E98 
7 7 0 ..IJKLBBIJKLGAA.K.GH..DDGH..EE....FF K99 L99 F96 H98 G99 D99 A98 J96 I99 E98 
7 7 0 ..IJKLBBIJKLGAA.K.GH..DDGH.EE.FF.... K99 L99 F96 H98 G99 D99 A98 J96 I99 E99 
7 7 0 ..I.K.BBI.KLAA..KLGH..DDGH.JEEGFFJ.. K99 L99 F96 H98 G99 D99 A98 J96 I99 E99 
7 7 0 ..IJKLBBIJKLGAA.K.GH.DD.GH..EEFF.... K99 L99 F96 H98 G99 D97 A98 J96 I99 E99 
7 7 0 ..IJKLBBIJKLG.AAK.GH..DDGH..EEFF.... K99 L99 F96 H98 G99 D97 A98 J96 I99 E99 
7 7 0 ..I.KLBBI.KLGAAJK.GH.JDDGH..EE.FF... K99 L99 F99 H98 G99 D97 A98 J96 I99 E99 
7 7 0 ..IJKLBBIJKLGAA.K.GH..DDGHEE..FF.... K99 L99 F99 H98 G99 D97 A98 J96 I99 E98 
7 7 0 ....K.BB..K.AAI.KLGHIDDLGH.JEEGFFJ.. K99 L99 F99 H98 G99 D97 A98 J96 I98 E98 
7 7 0 ..I.K.BBI.KLGAA.KLG..JDDGH.JEE.H..FF K99 L99 F99 H98 G99 D97 A99 J96 I98 E98 
7 7 0 ..I.K.BBI.KL..AAKLG..JDDGH.JEEGH..FF K99 L99 F99 H98 G99 D97 A99 J96 I98 E98 
7 7 0 ..I.K.BBI.KLG.AAKLGH..DDGH.JEE...JFF K99 L99 F99 H98 G99 D97 A99 J98 I98 E98 
7 7 0 ....K.BB..K.AA..KLGHIDDLGHIJEEGFFJ.. K99 L99 F99 H98 G99 D97 A99 J98 I97 E98 
7 7 0 ..IJK.BBIJKLGAA.KLGH..DDGH..EE.FF... K99 L99 F99 H98 G99 D97 A99 J96 I97 E98 
7 7 0 ..I.KLBBI.KL.AA.K.GH.DD.GH.JEEGFFJ.. K99 L99 F99 H98 G99 D97 A99 J96 I97 E98 
7 7 0 ..I.KLBBI.KLGAA.K.GH.JDDGH.JEE...FF. K99 L99 F99 H98 G99 D97 A99 J96 I97 E98 
7 7 0 ..I.K.BBI.KLGAA.KLGH.JDDGH.JEE..FF.. K99 L99 F98 H98 G99 D97 A99 J96 I97 E98 
7 7 0 ..I.KLBBI.KL..AAK.GH.JDDGH.JEEGFF... K99 L99 F98 H99 G99 D97 A99 J96 I97 E98 
7 7 0 ..IJKLBBIJKLGAA.K.GHDD..GH..EEFF.... K99 L99 F98 H99 G99 D96 A99 J96 I97 E98 
7 7 0 ..I.K.BBIJKLGAAJKLGH..DDGH..EE..FF.. K99 L99 F98 H99 G99 D96 A99 J96 I97 E98 
7 7 0 ..I.K.BBI.KLGAAJKLGH.JDDGH..EE....FF K99 L99 F96 H99 G99 D96 A99 J96 I97 E98 
7 7 0 ..I.KLBBI.KLGHAAK.GHDD..G..JEE...JFF K99 L99 F96 H99 G99 D96 A99 J96 I97 E98 
7 7 0 ..I.KLBBI.KLG.AAK.G...DDGH.JEE.H.JFF K99 L99 F96 H98 G99 D96 A99 J96 I97 E98 
7 7 0 ..I.KLBBI.KL..AAK.G..JDDGH.JEEGHFF.. K99 L99 F96 H98 G99 D96 A99 J96 I97 E98 
7 7 0 ..I.KLBBI.KLAA..K.GH..DDGH.JEEGFFJ.. K99 L99 F96 H98 G99 D98 A99 J96 I97 E98 
7 7 0 ..I.KLBBI.KLGAA.K.G..JDDGH.JEE.HFF.. K99 L99 F96 H98 G99 D98 A99 J96 I97 E98 
7 7 0 ..I.K.BBIJKLGAAJKLGH..DDGH.EE.FF.... K99 L99 F96 H98 G99 D98 A99 J96 I97 E99 
7 7 0 ..I.K.BBIJKLGAAJKLGH.DD.GH..EEFF.... K99 L99 F96 H98 G99 D97 A99 J96 I97 E99 
7 7 0 ..I.KLBBIJKLGAAJK.GH..DDGH..EE....FF K99 L99 F96 H98 G99 D97 A99 J96 I97 E99 
7 7 0 ....K.BBI.KLAAI.KLGHDD..GH.JEEGFFJ.. K99 L99 F96 H98 G99 D97 A99 J96 I97 E99 
7 7 0 ..I.KLBBI.KL.HAAK.GH..DDG..JEEG..JFF K99 L99 F96 H98 G99 D97 A99 J98 I97 E99 
7 7 0 ..I.KLBBI.KLGAAJK.GH.JDDGH..EE..FF.. K99 L99 F98 H98 G99 D97 A99 J98 I97 E99 
7 7 0 ..I.K.BBI.KLGAA.KLG..JDDGH.JEE.H.FF. K99 L99 F98 H98 G99 D97 A99 J98 I97 E99 
7 7 0 ..I.K.BBI.KL..AAKLG..JDDGH.JEEGH.FF. K99 L99 F98 H98 G99 D97 A99 J98 I97 E99 
7 7 0 ..I.KLBBIJKLGAAJK.GHDD..GH..EEFF.... K99 L99 F98 H98 G99 D96 A99 J98 I97 E99 
7 7 0 ..I.KLBBI.KL..AAK.GH.JDDGH.JEEG..FF. K99 L99 F98 H99 G99 D96 A99 J98 I97 E99 
7 7 0 ..I.K.BBI.KL..AAKLGH.JDDGH.JEEGFF... K99 L99 F98 H99 G99 D96 A99 J98 I97 E99 
7 7 0 ..IJKLBBIJKLGAA.K.GH..DDGH..EE...FF. K99 L99 F97 H99 G99 D96 A99 J98 I97 E99 
7 7 0 ..I.KLBBI.KLGAAJK.GH.JDDGH.EE.FF.... K99 L99 F97 H99 G99 D96 A99 J98 I97 E99 
7 7 0 ..I.KLBBI.KLGAAJK.GH.JDDGH..EE...FF. K99 L99 F97 H99 G99 D96 A99 J98 I97 E99 
7 7 0 ..I.KLBBI.KL..AAK.GH.JDDGH.JEEG...FF K99 L99 F97 H99 G99 D96 A99 J98 I97 E99 
7 7 0 ..I.KLBBI.KLGAAJK.GH.JDDGHEE..FF.... K99 L99 F97 H99 G99 D96 A99 J98 I97 E98 
7 7 0 ....K.BBI.K.AAI.KLGH.DDLGH.JEEGFFJ.. K99 L99 F97 H99 G99 D99 A99 J98 I97 E98 
7 7 0 ..I.K.BBI.KL..AAKLGH.JDDGH.JEEG...FF K99 L99 F97 H99 G99 D99 A99 J98 I97 E98 
7 7 0 ..I.K.BBI.KLGAA.KLGH.JDDGH.JEE.FF... K99 L99 F97 H99 G99 D99 A99 J98 I97 E98 
7 7 0 ..I.K.BBI.KL.AA.KLGH.DD.GH.JEEGFFJ.. K99 L99 F97 H99 G99 D99 A99 J98 I97 E98 
7 7 0 ..I.KLBBI.KLGHAAK.GH.DD.G..JEE...JFF K99 L99 F97 H99 G99 D97 A99 J98 I97 E98 
7 7 0 ..I.K.BBI.KLGAAJKLGH.JDDGH..EE.FF... K99 L99 F99 H99 G99 D97 A99 J98 I97 E98 
7 7 0 ..I.KLBBI.KL..AAK.G..JDDGH.JEEGH.FF. K99 L99 F99 H98 G99 D97 A99 J98 I97 E98 
7 7 0 ..I.K.BBIJKLGAAJKLGHDD..GH..EEFF.... K99 L99 F99 H98 G99 D96 A99 J98 I97 E98 
7 7 0 ..I.KLBBI.KLGAA.K.G..JDDGH.JEE.H..FF K99 L99 F99 H98 G99 D96 A99 J98 I97 E98 
7 7 0 ..I.K.BBI.KL..AAKLGH.JDDGH.JEEG..FF. K99 L99 F99 H98 G99 D96 A99 J98 I97 E98 
7 7 0 ....KLBBI.KLAAI.K.GHDD..GH.JEEGFFJ.. K99 L98 F99 H98 G99 D96 A99 J98 I97 E98 
7 7 0 ..I.KLBBIJKLGAAJK.GH..DDGH.EE.FF.... K99 L98 F99 H98 G99 D96 A99 J98 I97 E99 
7 7 0 ..I.K.BBI.KLGAAJKLGH.JDDGH.EE.FF.... K99 L98 F99 H98 G99 D96 A99 J98 I97 E99 
7 7 0 ..I.KLBBI.KLGAA.K.GH.JDDGH.JEE..FF.. K99 L98 F99 H98 G99 D96 A99 J98 I97 E99 
7 7 0 ..I.K.BBI.KL..AAKLG..JDDGH.JEEGHFF.. K99 L98 F99 H98 G99 D96 A99 J98 I97 E99 
7 7 0 ..I.KLBBIJKLGAAJK.GH..DDGH..EE..FF.. K99 L98 F98 H98 G99 D96 A99 J98 I97 E99 
7 7 0 ..I.KLBBI.KLGAA.K.GH.JDDGH.JEE....FF K99 L98 F96 H98 G99 D96 A99 J98 I97 E99 
7 7 0 ..I.KLBBI.KL..AAK.G..JDDGH.JEEGH..FF K99 L98 F96 H98 G99 D96 A99 J98 I97 E99 
7 7 0 ..I.KLBBI.KL..AAK.GH.JDDGH.JEEG.FF.. K99 L98 F96 H98 G99 D96 A99 J98 I97 E99 
7 7 0 ..I.KLBBIJKLGAAJK.GH..DDGH..EE...FF. K99 L98 F97 H98 G99 D96 A99 J98 I97 E99 
7 7 0 ..I.K.BBI.KLGAA.KLG..JDDGH.JEE.HFF.. K99 L98 F97 H98 G99 D96 A99 J98 I97 E99 
7 7 0 ..I.KLBBI.KL.AA.K.GH..DDGH.JEEGFFJ.. K99 L98 F97 H98 G99 D96 A99 J98 I97 E99 
7 7 0 ..I.K.BBI.KLAA..KLGH.DD.GH.JEEGFFJ.. K99 L99 F97 H98 G99 D96 A99 J98 I97 E99 
7 7 0 ..I.K.BBIJKLGAAJKLGH..DDGH..EE.FF... K99 L99 F99 H98 G99 D96 A99 J98 I97 E99 
7 7 0 ..I.K.BBI.KL.AA.KLGH..DDGH.JEEGFFJ.. K99 L99 F99 H98 G99 D98 A99 J98 I97 E99 
7 7 0 ..I.KLBBI.KLGAA.K.GH.JDDGH.JEE.FF... K99 L99 F99 H98 G99 D98 A99 J98 I97 E99 
7 7 0 ..I.K.BBI.KLGAA.KLGH.JDDGH.JEE....FF K99 L99 F96 H98 G99 D98 A99 J98 I97 E99 
7 7 0 ..I.K.BBI.KLGAAJKLGH.JDDGH..EE..FF.. K99 L99 F98 H98 G99 D98 A99 J98 I97 E99 
7 7 0 ..I.KLBBI.KLGAAJK.GH.JDDGH..EE....FF K99 L99 F96 H98 G99 D98 A99 J98 I97 E99 
7 7 0 ..I.K.BBI.KLGHAAKLGH.DD.G..JEE...JFF K99 L99 F96 H98 G99 D97 A99 J98 I97 E99 
7 7 0 ..I.KLBBI.KLG.AAK.GH..DDGH.JEE...JFF K99 L99 F96 H99 G99 D97 A99 J98 I97 E99 
7 7 0 ..I.K.BBIJKLGAAJKLGH..DDGH..EE....FF K99 L99 F96 H99 G99 D97 A99 J98 I97 E99 
7 7 0 ..I.K.BBI.KLGAA.KLGH.JDDGH.JEE...FF. K99 L99 F97 H99 G99 D97 A99 J98 I97 E99 
7 7 0 ..IJKLBBIJKLGAA.K.GH..DDGH..EE.FF... K99 L99 F99 H99 G99 D97 A99 J98 I97 E99 
7 7 0 ..IJKLBBIJKLGAA.K.GH..DDGH..EE..FF.. K99 L99 F98 H99 G99 D97 A99 J98 I97 E99 
7 7 0 ..I.KLBBI.KLGAA.K.G..JDDGH.JEE.H.FF. K99 L99 F98 H99 G99 D97 A99 J98 I97 E99 
7 7 0 ..IJK.BBIJKLG.AAKLGH..DDGH..EEFF.... K99 L99 F98 H99 G99 D97 A98 J98 I97 E99 
7 7 0 ..IJK.BBIJKLGAA.KLGHDD..GH..EEFF.... K99 L99 F98 H99 G99 D96 A98 J98 I97 E99 
7 7 0 ..IJK.BBIJKLGAA.KLGH..DDGHEE..FF.... K99 L99 F98 H99 G99 D96 A98 J98 I97 E98 
7 7 0 ..IJK.BBIJKLGAA.KLGH..DDGH..EE...FF. K99 L99 F97 H99 G99 D96 A98 J98 I97 E98 
7 7 0 ..I.K.BBI.KL.HAAKLGH..DDG..JEEG..JFF K99 L99 F97 H99 G99 D96 A98 J98 I97 E98 
7 7 0 ..IJK.BBIJKLGAA.KLGH.DD.GH..EEFF.... K99 L99 F97 H99 G99 D97 A98 J98 I97 E98 
7 7 0 ..IJK.BBIJKLGAA.KLGH..DDGH..EE..FF.. K99 L99 F98 H99 G99 D97 A98 J98 I97 E98 
7 7 0 ..I.K.BBIJKLGAAJKLGH..DDGH..EE...FF. K99 L99 F97 H99 G99 D97 A98 J98 I97 E98 
7 7 0 ..I.K.BBIJKLGAAJKLGH..DDGHEE..FF.... K99 L99 F97 H99 G99 D97 A98 J98 I97 E98 
7 7 0 ..I.K.BBI.KLGAAJKLGH.JDDGH..EE...FF. K99 L99 F97 H99 G99 D97 A98 J98 I97 E98 
7 7 0 ..I.KLBBIJKLGAAJK.GH.DD.GH..EEFF.... K99 L99 F97 H99 G99 D97 A98 J98 I97 E98 
7 7 0 ..I.KLBBI.KLAA..K.GH.DD.GH.JEEGFFJ.. K99 L99 F97 H99 G99 D97 A98 J98 I97 E98 
7 7 0 ..I.K.BBI.KLG.AAKLG...DDGH.JEE.H.JFF K99 L99 F97 H98 G99 D97 A98 J98 I97 E98 
7 7 0 ..I.KLBBIJKLGAAJK.GH..DDGH..EE.FF... K99 L99 F97 H98 G99 D97 A98 J97 I97 E98 
7 7 0 ..I.KLBBIJKLGAAJK.GH..DDGHEE..FF.... K99 L99 F97 H98 G99 D97 A98 J97 I97 E98 
7 7 0 ..IJK.BBIJKLGAA.KLGH..DDGH..EE....FF K99 L99 F96 H98 G99 D97 A98 J97 I97 E98 
7 7 0 ..I.K.BBI.KLGHAAKLGHDD..G..JEE...JFF K99 L99 F96 H98 G99 D96 A98 J97 I97 E98 
7 7 0 ..IJK.BBIJKLGAA.KLGH..DDGH.EE.FF.... K99 L99 F96 H98 G99 D96 A98 J97 I97 E99 
8 8 0 ..IJKLBBIJKLGAA.K.GH..DDGH.EE..FF... K99 L99 F99 H98 G99 D96 A98 J97 I97 E99 
8 8 0 ..I.K.BBIJK.GAAJKLGH.DDLGH..EEFF.... K99 L98 F99 H98 G99 D96 A98 J97 I97 E99 
8 8 0 ..I.K.BBIJKLGAAJKLGH.DD.GH..EE....FF K99 L98 F96 H98 G99 D96 A98 J97 I97 E99 
8 8 0 ..I.K.BBIJKLGAAJKLG...DDGH..EE.H.FF. K99 L98 F96 H98 G99 D96 A98 J97 I97 E99 
8 8 0 ..I.K.BBI.KLAA..KLG..JDDGH.JEEGH.FF. K99 L98 F96 H98 G99 D96 A98 J97 I97 E99 
8 8 0 ..I.K.BBI.KLGAAJKLGH.JDDGHEE....FF.. K99 L98 F98 H98 G99 D96 A98 J97 I97 E99 
8 8 0 ..I.K.BBI.KL.AAJKLGH.JDDGH..EEG...FF K99 L98 F98 H98 G99 D96 A98 J97 I97 E99 
8 8 0 ..I.K.BBIJKL.AAJKLGH..DDGH..EEG.FF.. K99 L98 F98 H98 G99 D96 A98 J97 I97 E99 
8 8 0 ..IJKLBBIJKLGAA.K.GHDD..GH..EE..FF.. K99 L98 F98 H98 G99 D96 A98 J97 I97 E99 
8 8 0 ..IJKLBBIJKLGAA.K.GH..DDGH.EE...FF.. K99 L98 F98 H98 G99 D96 A98 J97 I97 E99 
8 8 0 ..I.KLBBIJKLGAAJK.GHDD..GH..EE.FF... K99 L98 F99 H98 G99 D96 A98 J97 I97 E99 
8 8 0 ..IJKLBBIJKLG.AAK.GH..DDGH..EE.FF... K99 L98 F99 H98 G99 D96 A98 J97 I97 E99 
8 8 0 ..IJKLBBIJKLGAA.K.GH.DD.GH..EE.FF... K99 L98 F99 H98 G99 D96 A98 J97 I97 E99 
8 8 0 ..IJ.LBBIJKLGAA.K.GHDDK.GH..EEFF.... K98 L98 F99 H98 G99 D96 A98 J97 I97 E99 
8 8 0 ..IJKLBBIJKLGAA.K.GHDD..GH.EE.FF.... K98 L98 F99 H98 G99 D96 A98 J97 I97 E99 
8 8 0 ..I.KLBBI.KL.AA.K.GH.JDDGH.JEEGFF... K98 L98 F99 H98 G99 D96 A99 J97 I97 E99 
8 8 0 ..I.K.BBIJKLGAAJKLG...DDGH..EE.HFF.. K98 L98 F99 H98 G99 D96 A99 J97 I97 E99 
8 8 0 ..IJKLBBIJKLGAA.K.GH..DDGH.EE....FF. K98 L98 F99 H98 G99 D96 A99 J97 I97 E99 
8 8 0 ..I.KLBBI.KLGAAJK.GH.JDDGH.EE.....FF K98 L98 F96 H98 G99 D96 A99 J97 I97 E99 
8 8 0 ..IJKLBBIJKL.AA.K.GH..DDGH..EEG..FF. K98 L98 F96 H98 G99 D96 A99 J97 I97 E99 
